time, x, y, aX, aY, DX, DY, Error
0.03, -3.85618, -1.28164, -3.85611, -1.28135, -6.74725e-05, -0.000288486, 0.000296272
0.031, -3.85145, -1.27465, -3.85138, -1.27435, -6.98566e-05, -0.000298023, 0.000306101
0.032, -3.84673, -1.26768, -3.84666, -1.26737, -7.20024e-05, -0.000307918, 0.000316224
0.033, -3.84201, -1.26073, -3.84194, -1.26041, -7.43866e-05, -0.000317574, 0.000326169
0.034, -3.8373, -1.25379, -3.83722, -1.25347, -7.65324e-05, -0.000326991, 0.000335828
0.035, -3.83259, -1.24688, -3.83251, -1.24654, -7.89165e-05, -0.000336647, 0.000345773
0.036, -3.82788, -1.23998, -3.8278, -1.23963, -8.10623e-05, -0.000345945, 0.000355316
0.037, -3.82318, -1.2331, -3.8231, -1.23275, -8.34465e-05, -0.000355482, 0.000365145
0.038, -3.81849, -1.22624, -3.8184, -1.22588, -8.58307e-05, -0.000365496, 0.000375438
0.039, -3.81379, -1.2194, -3.81371, -1.21903, -8.79765e-05, -0.000374913, 0.000385097
0.04, -3.80911, -1.21258, -3.80902, -1.21219, -9.01222e-05, -0.00038445, 0.000394872
0.041, -3.80442, -1.20577, -3.80433, -1.20538, -9.25064e-05, -0.000394344, 0.000405049
0.042, -3.79974, -1.19899, -3.79965, -1.19858, -9.46522e-05, -0.000403643, 0.000414592
0.043, -3.79507, -1.19222, -3.79497, -1.1918, -9.67979e-05, -0.00041306, 0.000424251
0.044, -3.7904, -1.18547, -3.7903, -1.18504, -9.91821e-05, -0.000423312, 0.000434776
0.045, -3.78573, -1.17873, -3.78563, -1.1783, -0.000101328, -0.000432849, 0.000444551
0.046, -3.78107, -1.17202, -3.78096, -1.17158, -0.000103474, -0.000441909, 0.000453861
0.047, -3.77641, -1.16532, -3.7763, -1.16487, -0.000105858, -0.000451684, 0.000463923
0.048, -3.77175, -1.15865, -3.77165, -1.15818, -0.000108004, -0.000461459, 0.00047393
0.049, -3.7671, -1.15199, -3.76699, -1.15152, -0.000110388, -0.000471115, 0.000483875
0.05, -3.76246, -1.14534, -3.76235, -1.14486, -0.000112534, -0.000480771, 0.000493766
0.051, -3.75782, -1.13872, -3.7577, -1.13823, -0.000114679, -0.000489712, 0.00050296
0.052, -3.75318, -1.13211, -3.75306, -1.13161, -0.000117064, -0.000499964, 0.000513486
0.053, -3.74855, -1.12553, -3.74843, -1.12502, -0.000119209, -0.000509381, 0.000523144
0.054, -3.74392, -1.11896, -3.7438, -1.11844, -0.000121355, -0.00051868, 0.000532687
0.055, -3.73929, -1.1124, -3.73917, -1.11188, -0.000123501, -0.000528455, 0.000542694
0.056, -3.73467, -1.10587, -3.73455, -1.10533, -0.000125885, -0.000537992, 0.000552523
0.057, -3.73006, -1.09935, -3.72993, -1.09881, -0.000128031, -0.000547409, 0.000562182
0.058, -3.72544, -1.09285, -3.72531, -1.0923, -0.000130415, -0.000557303, 0.000572359
0.059, -3.72084, -1.08637, -3.7207, -1.08581, -0.000132561, -0.00056684, 0.000582134
0.06, -3.71623, -1.07991, -3.7161, -1.07933, -0.000134945, -0.000576615, 0.000592195
0.061, -3.71163, -1.07347, -3.71149, -1.07288, -0.000137091, -0.00058639, 0.000602202
0.062, -3.70704, -1.06704, -3.7069, -1.06644, -0.000139236, -0.00059557, 0.000611629
0.0629999, -3.70244, -1.06063, -3.7023, -1.06002, -0.000141382, -0.000605106, 0.000621404
0.064, -3.69786, -1.05424, -3.69771, -1.05362, -0.000143766, -0.000615001, 0.000631581
0.065, -3.69327, -1.04786, -3.69313, -1.04724, -0.000146151, -0.000624418, 0.000641294
0.066, -3.68869, -1.0415, -3.68855, -1.04087, -0.000148296, -0.000634074, 0.000651185
0.067, -3.68412, -1.03517, -3.68397, -1.03452, -0.000150442, -0.000643969, 0.000661308
0.068, -3.67955, -1.02884, -3.67939, -1.02819, -0.000152826, -0.000653267, 0.000670905
0.069, -3.67498, -1.02254, -3.67483, -1.02188, -0.000154972, -0.000662804, 0.00068068
0.07, -3.67042, -1.01625, -3.67026, -1.01558, -0.000157356, -0.00067246, 0.000690625
0.071, -3.66586, -1.00998, -3.6657, -1.0093, -0.00015974, -0.000682235, 0.000700686
0.072, -3.6613, -1.00373, -3.66114, -1.00304, -0.000161648, -0.000691414, 0.000710059
0.073, -3.65675, -0.997499, -3.65659, -0.996798, -0.000164032, -0.000701308, 0.000720236
0.074, -3.65221, -0.991282, -3.65204, -0.990572, -0.000166178, -0.000710666, 0.000729837
0.075, -3.64766, -0.985083, -3.6475, -0.984363, -0.000168324, -0.00072068, 0.000740076
0.076, -3.64313, -0.978902, -3.64296, -0.978172, -0.000170469, -0.000729918, 0.00074956
0.077, -3.63859, -0.972737, -3.63842, -0.971998, -0.000172615, -0.000739157, 0.000759045
0.078, -3.63406, -0.96659, -3.63389, -0.965841, -0.000174761, -0.000749052, 0.000769168
0.079, -3.62953, -0.960461, -3.62936, -0.959702, -0.000176907, -0.000758827, 0.000779175
0.08, -3.62501, -0.954348, -3.62483, -0.95358, -0.000179291, -0.000768483, 0.00078912
0.081, -3.62049, -0.948253, -3.62031, -0.947475, -0.000181437, -0.000778139, 0.000799011
0.082, -3.61598, -0.942176, -3.6158, -0.941388, -0.000183582, -0.000787497, 0.000808612
0.083, -3.61147, -0.936115, -3.61128, -0.935318, -0.000185966, -0.000796795, 0.000818209
0.084, -3.60696, -0.930072, -3.60678, -0.929265, -0.000188351, -0.000806451, 0.000828154
0.085, -3.60246, -0.924046, -3.60227, -0.92323, -0.000190258, -0.000816047, 0.000837933
0.086, -3.59796, -0.918037, -3.59777, -0.917211, -0.000192642, -0.000825942, 0.00084811
0.087, -3.59347, -0.912045, -3.59327, -0.91121, -0.000194788, -0.000835538, 0.000857943
0.088, -3.58898, -0.906071, -3.58878, -0.905226, -0.000197172, -0.000844955, 0.000867656
0.089, -3.58449, -0.900113, -3.58429, -0.899259, -0.000199318, -0.000854552, 0.000877489
0.09, -3.58001, -0.894173, -3.57981, -0.893309, -0.000201464, -0.000863969, 0.000887147
0.091, -3.57553, -0.88825, -3.57533, -0.887376, -0.000203609, -0.000873566, 0.00089698
0.092, -3.57106, -0.882343, -3.57085, -0.88146, -0.000205994, -0.00088352, 0.000907216
0.093, -3.56659, -0.876454, -3.56638, -0.875561, -0.000208378, -0.000892937, 0.000916929
0.094, -3.56212, -0.870582, -3.56191, -0.86968, -0.000210524, -0.000902057, 0.000926297
0.095, -3.55766, -0.864726, -3.55745, -0.863814, -0.000212669, -0.000912011, 0.000936478
0.096, -3.5532, -0.858888, -3.55299, -0.857967, -0.000215054, -0.000921428, 0.000946191
0.097, -3.54875, -0.853067, -3.54853, -0.852136, -0.000217199, -0.000931084, 0.000956082
0.098, -3.5443, -0.847262, -3.54408, -0.846321, -0.000219345, -0.000940859, 0.000966089
0.099, -3.53985, -0.841475, -3.53963, -0.840524, -0.000221491, -0.000950098, 0.000975574
0.1, -3.53541, -0.835704, -3.53518, -0.834744, -0.000223637, -0.000959992, 0.000985697
0.101, -3.53097, -0.82995, -3.53074, -0.82898, -0.000225782, -0.00096935, 0.000995298
0.102, -3.52653, -0.824213, -3.5263, -0.823234, -0.000228167, -0.000978768, 0.00100501
0.103, -3.5221, -0.818492, -3.52187, -0.817504, -0.000230312, -0.000988245, 0.00101473
0.104, -3.51767, -0.812789, -3.51744, -0.811791, -0.000232458, -0.000997603, 0.00102433
0.105, -3.51325, -0.807102, -3.51302, -0.806094, -0.000234842, -0.00100774, 0.00103474
0.106, -3.50883, -0.801432, -3.50859, -0.800415, -0.000236988, -0.00101703, 0.00104428
0.107, -3.50442, -0.795779, -3.50418, -0.794752, -0.000239134, -0.00102633, 0.00105382
0.108, -3.5, -0.790142, -3.49976, -0.789106, -0.000241518, -0.00103617, 0.00106394
0.109, -3.4956, -0.784522, -3.49535, -0.783476, -0.000243664, -0.00104588, 0.00107389
0.11, -3.49119, -0.778918, -3.49095, -0.777863, -0.000246048, -0.00105548, 0.00108378
0.111, -3.48679, -0.773332, -3.48655, -0.772267, -0.000248194, -0.00106484, 0.00109338
0.112, -3.4824, -0.767761, -3.48215, -0.766687, -0.000250578, -0.00107414, 0.00110298
0.113, -3.47801, -0.762208, -3.47775, -0.761124, -0.000252724, -0.00108397, 0.00111304
0.114, -3.47362, -0.756671, -3.47336, -0.755577, -0.000254869, -0.00109333, 0.00112264
0.115, -3.46923, -0.75115, -3.46898, -0.750048, -0.000257015, -0.00110257, 0.00113213
0.116, -3.46485, -0.745646, -3.46459, -0.744534, -0.000259399, -0.00111204, 0.0011419
0.117, -3.46048, -0.740158, -3.46021, -0.739036, -0.000261784, -0.00112212, 0.00115225
0.118, -3.4561, -0.734687, -3.45584, -0.733556, -0.000263929, -0.00113112, 0.0011615
0.119, -3.45173, -0.729233, -3.45147, -0.728092, -0.000266314, -0.00114101, 0.00117168
0.12, -3.44737, -0.723794, -3.4471, -0.722644, -0.000268698, -0.00115067, 0.00118162
0.121, -3.44301, -0.718373, -3.44274, -0.717213, -0.000270605, -0.00115991, 0.00119105
0.122, -3.43865, -0.712967, -3.43838, -0.711798, -0.000272989, -0.00116926, 0.00120071
0.123, -3.4343, -0.707578, -3.43402, -0.706399, -0.000275135, -0.00117904, 0.00121072
0.124, -3.42995, -0.702205, -3.42967, -0.701017, -0.000277281, -0.00118816, 0.00122008
0.125, -3.4256, -0.696849, -3.42532, -0.69565, -0.000279665, -0.00119823, 0.00123044
0.126, -3.42126, -0.691508, -3.42098, -0.690301, -0.000281811, -0.00120723, 0.00123969
0.127, -3.41692, -0.686184, -3.41664, -0.684967, -0.000284195, -0.00121695, 0.00124969
0.128, -3.41258, -0.680877, -3.4123, -0.67965, -0.000286818, -0.00122678, 0.00125987
0.129, -3.40825, -0.675585, -3.40796, -0.674349, -0.000288725, -0.00123608, 0.00126935
0.13, -3.40393, -0.67031, -3.40364, -0.669064, -0.000290871, -0.00124544, 0.00127895
0.131, -3.3996, -0.665051, -3.39931, -0.663796, -0.000293016, -0.00125474, 0.0012885
0.132, -3.39528, -0.659808, -3.39499, -0.658544, -0.000295401, -0.00126427, 0.00129833
0.133, -3.39097, -0.654581, -3.39067, -0.653307, -0.000297785, -0.00127417, 0.0013085
0.134, -3.38665, -0.64937, -3.38635, -0.648087, -0.000299931, -0.00128376, 0.00131834
0.135, -3.38235, -0.644176, -3.38204, -0.642883, -0.000302076, -0.001293, 0.00132782
0.136, -3.37804, -0.638997, -3.37774, -0.637695, -0.000304222, -0.00130236, 0.00133742
0.137, -3.37374, -0.633835, -3.37343, -0.632522, -0.000306368, -0.00131226, 0.00134754
0.138, -3.36944, -0.628688, -3.36913, -0.627367, -0.000308514, -0.00132149, 0.00135703
0.139, -3.36515, -0.623558, -3.36484, -0.622227, -0.000310898, -0.00133103, 0.00136686
0.14, -3.36086, -0.618443, -3.36055, -0.617103, -0.000313044, -0.00134063, 0.00137669
0.141, -3.35657, -0.613345, -3.35626, -0.611995, -0.000315189, -0.00134993, 0.00138623
0.142, -3.35229, -0.608262, -3.35197, -0.606903, -0.000317335, -0.00135905, 0.0013956
0.143, -3.34801, -0.603195, -3.34769, -0.601827, -0.000319719, -0.00136876, 0.00140561
0.144, -3.34374, -0.598145, -3.34342, -0.596767, -0.000321865, -0.00137806, 0.00141515
0.145, -3.33947, -0.59311, -3.33914, -0.591722, -0.000324249, -0.00138789, 0.00142527
0.146, -3.3352, -0.588091, -3.33487, -0.586693, -0.000326395, -0.00139749, 0.0014351
0.147, -3.33094, -0.583088, -3.33061, -0.581681, -0.000328541, -0.00140661, 0.00144447
0.148, -3.32668, -0.5781, -3.32634, -0.576684, -0.000330925, -0.00141621, 0.00145436
0.149, -3.32242, -0.573129, -3.32209, -0.571703, -0.000333071, -0.00142604, 0.00146442
0.15, -3.31817, -0.568173, -3.31783, -0.566738, -0.000335217, -0.0014348, 0.00147344
0.151, -3.31392, -0.563233, -3.31358, -0.561788, -0.000337362, -0.00144464, 0.00148351
0.152, -3.30967, -0.558308, -3.30933, -0.556854, -0.000339508, -0.00145394, 0.00149305
0.153, -3.30543, -0.5534, -3.30509, -0.551936, -0.000341892, -0.00146359, 0.00150299
0.154, -3.30119, -0.548507, -3.30085, -0.547034, -0.000344038, -0.00147265, 0.0015123
0.155, -3.29696, -0.54363, -3.29661, -0.542147, -0.000346422, -0.00148273, 0.00152266
0.156, -3.29273, -0.538768, -3.29238, -0.537276, -0.000348568, -0.00149149, 0.00153168
0.157, -3.2885, -0.533922, -3.28815, -0.532421, -0.000350714, -0.0015012, 0.00154163
0.158, -3.28428, -0.529092, -3.28392, -0.527581, -0.000353098, -0.00151092, 0.00155163
0.159, -3.28006, -0.524277, -3.2797, -0.522757, -0.000355244, -0.00152016, 0.00156111
0.16, -3.27584, -0.519477, -3.27548, -0.517948, -0.000357389, -0.00152957, 0.00157077
0.161, -3.27163, -0.514694, -3.27127, -0.513155, -0.000359535, -0.00153881, 0.00158026
0.162, -3.26742, -0.509926, -3.26706, -0.508377, -0.000361919, -0.00154835, 0.00159009
0.163, -3.26321, -0.505173, -3.26285, -0.503615, -0.000364065, -0.00155765, 0.00159963
0.164, -3.25901, -0.500436, -3.25864, -0.498869, -0.000366211, -0.00156713, 0.00160935
0.165, -3.25481, -0.495714, -3.25444, -0.494137, -0.000368357, -0.00157657, 0.00161903
0.166, -3.25062, -0.491008, -3.25025, -0.489421, -0.000370741, -0.00158656, 0.0016293
0.167, -3.24643, -0.486317, -3.24605, -0.484721, -0.000372648, -0.00159597, 0.0016389
0.168, -3.24224, -0.481641, -3.24186, -0.480036, -0.000374794, -0.00160506, 0.00164824
0.169, -3.23805, -0.476981, -3.23768, -0.475366, -0.00037694, -0.00161487, 0.00165828
0.17, -3.23387, -0.472336, -3.2335, -0.470713, -0.000379086, -0.00162369, 0.00166736
0.171, -3.2297, -0.467707, -3.22932, -0.466074, -0.000381231, -0.00163332, 0.00167722
0.172, -3.22552, -0.463093, -3.22514, -0.46145, -0.000383377, -0.00164264, 0.00168679
0.173, -3.22135, -0.458494, -3.22097, -0.456842, -0.000385523, -0.00165248, 0.00169685
0.174, -3.21719, -0.453911, -3.2168, -0.452249, -0.00038743, -0.00166136, 0.00170594
0.175, -3.21303, -0.449342, -3.21264, -0.447671, -0.000389814, -0.00167131, 0.00171617
0.176, -3.20887, -0.444789, -3.20848, -0.443109, -0.00039196, -0.00168028, 0.0017254
0.177, -3.20471, -0.440251, -3.20432, -0.438562, -0.000394106, -0.00168994, 0.00173529
0.178, -3.20056, -0.435729, -3.20016, -0.43403, -0.000396252, -0.00169894, 0.00174454
0.179, -3.19641, -0.431221, -3.19601, -0.429513, -0.000398636, -0.00170857, 0.00175446
0.18, -3.19227, -0.426729, -3.19187, -0.425011, -0.00040102, -0.00171843, 0.0017646
0.181, -3.18813, -0.422252, -3.18772, -0.420525, -0.000402927, -0.0017271, 0.00177348
0.182, -3.18399, -0.41779, -3.18358, -0.416053, -0.000405312, -0.00173682, 0.00178349
0.183, -3.17985, -0.413343, -3.17945, -0.411597, -0.000407457, -0.00174627, 0.00179317
0.184, -3.17572, -0.408911, -3.17531, -0.407155, -0.000409842, -0.00175598, 0.00180318
0.185, -3.1716, -0.404494, -3.17118, -0.402729, -0.000411749, -0.00176513, 0.00181252
0.186, -3.16747, -0.400092, -3.16706, -0.398318, -0.000414133, -0.00177443, 0.00182212
0.187, -3.16335, -0.395706, -3.16294, -0.393922, -0.000416279, -0.00178397, 0.00183189
0.188, -3.15924, -0.391334, -3.15882, -0.389541, -0.000418425, -0.001793, 0.00184117
0.189, -3.15512, -0.386977, -3.1547, -0.385175, -0.00042057, -0.00180221, 0.00185063
0.19, -3.15101, -0.382635, -3.15059, -0.380823, -0.000422955, -0.00181219, 0.00186089
0.191, -3.14691, -0.378308, -3.14648, -0.376487, -0.0004251, -0.00182149, 0.00187044
0.192, -3.1428, -0.373996, -3.14238, -0.372166, -0.000427246, -0.00183031, 0.00187951
0.193, -3.1387, -0.369699, -3.13827, -0.367859, -0.000429392, -0.00183997, 0.0018894
0.194, -3.13461, -0.365417, -3.13418, -0.363567, -0.000431776, -0.00184935, 0.00189909
0.195, -3.13052, -0.361149, -3.13008, -0.359291, -0.000433683, -0.00185844, 0.00190837
0.196, -3.12643, -0.356897, -3.12599, -0.355029, -0.000436068, -0.00186795, 0.00191817
0.197, -3.12234, -0.352659, -3.1219, -0.350781, -0.000438213, -0.00187749, 0.00192795
0.198, -3.11826, -0.348436, -3.11782, -0.34655, -0.000440359, -0.00188631, 0.00193703
0.199, -3.11418, -0.344228, -3.11374, -0.342331, -0.000442743, -0.00189632, 0.00194732
0.2, -3.11011, -0.340034, -3.10966, -0.338129, -0.000444889, -0.00190499, 0.00195625
0.201, -3.10603, -0.335856, -3.10559, -0.333941, -0.000447035, -0.00191435, 0.00196585
0.202, -3.10197, -0.331692, -3.10152, -0.329767, -0.000449181, -0.00192422, 0.00197595
0.203, -3.0979, -0.327542, -3.09745, -0.325609, -0.000451326, -0.00193307, 0.00198506
0.204, -3.09384, -0.323408, -3.09339, -0.321465, -0.000453472, -0.00194263, 0.00199486
0.205, -3.08978, -0.319288, -3.08933, -0.317336, -0.000455618, -0.00195184, 0.00200432
0.206, -3.08573, -0.315182, -3.08527, -0.313221, -0.000457764, -0.0019615, 0.00201421
0.207, -3.08168, -0.311092, -3.08122, -0.309121, -0.000460148, -0.0019705, 0.00202351
0.208, -3.07763, -0.307016, -3.07717, -0.305035, -0.000462294, -0.00198039, 0.00203364
0.209, -3.07358, -0.302954, -3.07312, -0.300965, -0.000464439, -0.00198936, 0.00204286
0.21, -3.06954, -0.298907, -3.06908, -0.296908, -0.000466824, -0.00199884, 0.00205263
0.211, -3.0655, -0.294875, -3.06504, -0.292867, -0.000468969, -0.00200796, 0.002062
0.212, -3.06147, -0.290857, -3.061, -0.288839, -0.000471115, -0.00201729, 0.00207157
0.213, -3.05744, -0.286853, -3.05697, -0.284827, -0.000473022, -0.00202644, 0.00208091
0.214, -3.05341, -0.282864, -3.05294, -0.280828, -0.000475168, -0.00203577, 0.00209049
0.215, -3.04939, -0.27889, -3.04891, -0.276845, -0.000477552, -0.00204527, 0.00210029
0.216, -3.04537, -0.27493, -3.04489, -0.272875, -0.000479698, -0.00205454, 0.0021098
0.217, -3.04135, -0.270984, -3.04087, -0.26892, -0.000482082, -0.00206405, 0.0021196
0.218, -3.03734, -0.267053, -3.03685, -0.26498, -0.00048399, -0.00207308, 0.00212883
0.219, -3.03333, -0.263136, -3.03284, -0.261054, -0.000486135, -0.00208217, 0.00213817
0.22, -3.02932, -0.259234, -3.02883, -0.257142, -0.000488281, -0.00209156, 0.0021478
0.221, -3.02531, -0.255346, -3.02482, -0.253244, -0.000490665, -0.00210112, 0.00215765
0.222, -3.02131, -0.251472, -3.02082, -0.249362, -0.000492811, -0.00211009, 0.00216688
0.223, -3.01732, -0.247612, -3.01682, -0.245493, -0.000494957, -0.0021192, 0.00217623
0.224, -3.01332, -0.243767, -3.01282, -0.241639, -0.000497103, -0.00212853, 0.0021858
0.225, -3.00933, -0.239936, -3.00883, -0.237798, -0.000499249, -0.00213782, 0.00219535
0.226, -3.00534, -0.236119, -3.00484, -0.233972, -0.000501394, -0.0021473, 0.00220506
0.227, -3.00136, -0.232317, -3.00086, -0.23016, -0.000503778, -0.00215682, 0.00221488
0.228, -2.99738, -0.228529, -2.99687, -0.226363, -0.000505924, -0.00216554, 0.00222385
0.229, -2.9934, -0.224755, -2.99289, -0.22258, -0.000508308, -0.00217497, 0.00223358
0.23, -2.98943, -0.220995, -2.98892, -0.218811, -0.000510454, -0.00218441, 0.00224326
0.231, -2.98546, -0.217249, -2.98494, -0.215056, -0.000512123, -0.00219321, 0.00225221
0.232, -2.98149, -0.213518, -2.98097, -0.211315, -0.000514507, -0.00220245, 0.00226175
0.233, -2.97753, -0.2098, -2.97701, -0.207588, -0.000516653, -0.00221185, 0.00227139
0.234, -2.97356, -0.206097, -2.97305, -0.203876, -0.000519037, -0.00222093, 0.00228077
0.235, -2.96961, -0.202408, -2.96909, -0.200177, -0.000520945, -0.00223073, 0.00229075
0.236, -2.96565, -0.198732, -2.96513, -0.196493, -0.000523329, -0.0022397, 0.00230003
0.237, -2.9617, -0.195071, -2.96118, -0.192822, -0.000525475, -0.002249, 0.00230957
0.238, -2.95775, -0.191424, -2.95723, -0.189166, -0.00052762, -0.00225827, 0.00231909
0.239, -2.95381, -0.187791, -2.95328, -0.185524, -0.000529766, -0.00226748, 0.00232854
0.24, -2.94987, -0.184172, -2.94934, -0.181896, -0.000531912, -0.00227624, 0.00233756
0.241, -2.94593, -0.180567, -2.9454, -0.178281, -0.000534296, -0.00228623, 0.00234783
0.242, -2.94199, -0.176976, -2.94146, -0.17468, -0.000536442, -0.00229537, 0.00235723
0.243, -2.93806, -0.173398, -2.93752, -0.171094, -0.000538349, -0.00230403, 0.00236609
0.244, -2.93413, -0.169835, -2.93359, -0.167522, -0.000540495, -0.00231336, 0.00237566
0.245, -2.93021, -0.166285, -2.92967, -0.163963, -0.000542641, -0.00232264, 0.00238519
0.246, -2.92629, -0.16275, -2.92574, -0.160418, -0.000544786, -0.00233185, 0.00239465
0.247, -2.92237, -0.159228, -2.92182, -0.156887, -0.000547171, -0.00234133, 0.00240442
0.248, -2.91845, -0.15572, -2.9179, -0.15337, -0.000549555, -0.0023507, 0.00241409
0.249, -2.91454, -0.152226, -2.91399, -0.149867, -0.000551462, -0.00235923, 0.00242282
0.25, -2.91063, -0.148746, -2.91008, -0.146377, -0.000553846, -0.00236903, 0.00243291
0.251, -2.90673, -0.145279, -2.90617, -0.142902, -0.000555754, -0.00237784, 0.00244192
0.252, -2.90282, -0.141827, -2.90227, -0.13944, -0.000557661, -0.00238706, 0.00245134
0.253, -2.89893, -0.138388, -2.89837, -0.135992, -0.000559807, -0.00239597, 0.0024605
0.254, -2.89503, -0.134962, -2.89447, -0.132557, -0.000562191, -0.00240526, 0.00247008
0.255, -2.89114, -0.131551, -2.89057, -0.129136, -0.000564098, -0.00241478, 0.00247979
0.256, -2.88725, -0.128153, -2.88668, -0.125729, -0.000566244, -0.00242381, 0.00248907
0.257, -2.88336, -0.124769, -2.88279, -0.122336, -0.00056839, -0.0024328, 0.00249832
0.258, -2.87948, -0.121398, -2.87891, -0.118956, -0.000570536, -0.0024421, 0.00250786
0.259, -2.8756, -0.118041, -2.87502, -0.11559, -0.000572443, -0.00245097, 0.00251693
0.26, -2.87172, -0.114698, -2.87114, -0.112238, -0.000574589, -0.00246011, 0.00252632
0.261, -2.86785, -0.111368, -2.86727, -0.108899, -0.000576973, -0.00246914, 0.00253566
0.262, -2.86397, -0.108052, -2.8634, -0.105574, -0.00057888, -0.00247829, 0.002545
0.263, -2.86011, -0.10475, -2.85953, -0.102263, -0.000581026, -0.00248717, 0.00255413
0.264, -2.85624, -0.101461, -2.85566, -0.0989643, -0.000583172, -0.0024966, 0.00256381
0.265, -2.85238, -0.0981855, -2.8518, -0.0956796, -0.000585079, -0.00250585, 0.00257325
0.266, -2.84852, -0.0949236, -2.84794, -0.092409, -0.000587225, -0.00251455, 0.00258221
0.267, -2.84467, -0.0916751, -2.84408, -0.0891514, -0.000589132, -0.00252374, 0.00259159
0.268, -2.84082, -0.0884402, -2.84023, -0.0859071, -0.000591278, -0.00253306, 0.00260116
0.269, -2.83697, -0.0852187, -2.83637, -0.082677, -0.000593424, -0.00254165, 0.00261001
0.27, -2.83312, -0.0820106, -2.83253, -0.0794597, -0.00059557, -0.00255092, 0.00261952
0.271, -2.82928, -0.0788159, -2.82868, -0.0762557, -0.000597715, -0.00256027, 0.00262911
0.272, -2.82544, -0.0756347, -2.82484, -0.0730654, -0.000599623, -0.0025693, 0.00263835
0.273, -2.8216, -0.0724668, -2.821, -0.0698881, -0.000602007, -0.00257873, 0.00264807
0.274, -2.81777, -0.0693123, -2.81717, -0.0667245, -0.000604153, -0.00258781, 0.0026574
0.275, -2.81394, -0.0661712, -2.81334, -0.0635743, -0.00060606, -0.00259689, 0.00266668
0.276, -2.81012, -0.0630434, -2.80951, -0.0604379, -0.000607967, -0.00260548, 0.00267547
0.277, -2.80629, -0.0599289, -2.80568, -0.0573143, -0.000610113, -0.00261462, 0.00268486
0.278, -2.80247, -0.0568277, -2.80186, -0.0542043, -0.000612259, -0.00262335, 0.00269385
0.279, -2.79865, -0.0537398, -2.79804, -0.051107, -0.000614166, -0.00263272, 0.00270341
0.28, -2.79484, -0.0506651, -2.79422, -0.0480235, -0.000616312, -0.00264165, 0.00271259
0.281, -2.79103, -0.0476037, -2.79041, -0.0449525, -0.000618219, -0.00265118, 0.0027223
