time, x, y, aX, aY, DX, DY, Error
0.03, -3.85619, -1.28164, -3.85611, -1.28135, -7.70092e-05, -0.000291586, 0.000301584
0.031, -3.85146, -1.27465, -3.85138, -1.27435, -7.9155e-05, -0.000301361, 0.000311583
0.032, -3.84674, -1.26768, -3.84666, -1.26737, -8.10623e-05, -0.000311494, 0.000321869
0.033, -3.84202, -1.26073, -3.84194, -1.26041, -8.32081e-05, -0.000321507, 0.0003321
0.034, -3.83731, -1.2538, -3.83722, -1.25347, -8.51154e-05, -0.000331283, 0.000342042
0.035, -3.8326, -1.24688, -3.83251, -1.24654, -8.72612e-05, -0.000341296, 0.000352275
0.036, -3.82789, -1.23999, -3.8278, -1.23963, -8.91685e-05, -0.000350952, 0.000362103
0.037, -3.82319, -1.23311, -3.8231, -1.23275, -9.13143e-05, -0.000360847, 0.000372221
0.038, -3.81849, -1.22625, -3.8184, -1.22588, -9.34601e-05, -0.000371218, 0.000382802
0.039, -3.8138, -1.21941, -3.81371, -1.21903, -9.56059e-05, -0.000381112, 0.000392921
0.04, -3.80911, -1.21258, -3.80902, -1.21219, -9.77516e-05, -0.000391126, 0.000403156
0.041, -3.80443, -1.20578, -3.80433, -1.20538, -0.000100136, -0.000401497, 0.000413796
0.042, -3.79975, -1.19899, -3.79965, -1.19858, -0.000102282, -0.000411272, 0.0004238
0.043, -3.79507, -1.19223, -3.79497, -1.1918, -0.000104427, -0.000421166, 0.00043392
0.044, -3.7904, -1.18548, -3.7903, -1.18504, -0.00010705, -0.000432014, 0.00044508
0.045, -3.78574, -1.17874, -3.78563, -1.1783, -0.000109434, -0.000442147, 0.000455489
0.046, -3.78108, -1.17203, -3.78096, -1.17158, -0.000111818, -0.000451803, 0.000465435
0.047, -3.77642, -1.16533, -3.7763, -1.16487, -0.000114441, -0.000462174, 0.000476132
0.048, -3.77176, -1.15866, -3.77165, -1.15818, -0.000117064, -0.000472546, 0.00048683
0.049, -3.76711, -1.152, -3.76699, -1.15152, -0.000119925, -0.000482798, 0.000497469
0.05, -3.76247, -1.14536, -3.76235, -1.14486, -0.000122786, -0.00049305, 0.000508108
0.051, -3.75783, -1.13873, -3.7577, -1.13823, -0.000125647, -0.000502586, 0.000518054
0.052, -3.75319, -1.13213, -3.75306, -1.13161, -0.000128746, -0.000513434, 0.00052933
0.053, -3.74856, -1.12554, -3.74843, -1.12502, -0.000131845, -0.000523448, 0.000539797
0.054, -3.74393, -1.11897, -3.7438, -1.11844, -0.000134945, -0.000533342, 0.000550149
0.055, -3.73931, -1.11242, -3.73917, -1.11188, -0.000138283, -0.000543714, 0.000561023
0.056, -3.73469, -1.10589, -3.73455, -1.10533, -0.000141621, -0.000553846, 0.000571666
0.057, -3.73007, -1.09937, -3.72993, -1.09881, -0.00014472, -0.00056386, 0.000582136
0.058, -3.72546, -1.09287, -3.72531, -1.0923, -0.00014782, -0.00057435, 0.000593067
0.059, -3.72085, -1.08639, -3.7207, -1.08581, -0.000150681, -0.000584483, 0.000603594
0.06, -3.71625, -1.07993, -3.7161, -1.07933, -0.00015378, -0.000594854, 0.00061441
0.061, -3.71165, -1.07348, -3.71149, -1.07288, -0.000156403, -0.000605226, 0.000625108
0.062, -3.70706, -1.06706, -3.7069, -1.06644, -0.000159025, -0.000615001, 0.000635228
0.0629999, -3.70246, -1.06065, -3.7023, -1.06002, -0.000161648, -0.000625253, 0.00064581
0.064, -3.69788, -1.05426, -3.69771, -1.05362, -0.00016427, -0.000635743, 0.000656623
0.065, -3.69329, -1.04788, -3.69313, -1.04724, -0.000166893, -0.000645757, 0.000666975
0.066, -3.68871, -1.04153, -3.68855, -1.04087, -0.000169277, -0.000656009, 0.000677497
0.067, -3.68414, -1.03519, -3.68397, -1.03452, -0.000171661, -0.000666499, 0.00068825
0.068, -3.67957, -1.02887, -3.67939, -1.02819, -0.000174046, -0.000676513, 0.000698542
0.069, -3.675, -1.02256, -3.67483, -1.02188, -0.000176191, -0.000686646, 0.00070889
0.07, -3.67044, -1.01628, -3.67026, -1.01558, -0.000178576, -0.000696898, 0.000719413
0.071, -3.66588, -1.01001, -3.6657, -1.0093, -0.00018096, -0.000707269, 0.000730052
0.072, -3.66133, -1.00376, -3.66114, -1.00304, -0.000182867, -0.000717044, 0.000739995
0.073, -3.65677, -0.997525, -3.65659, -0.996798, -0.000185251, -0.000727534, 0.000750749
0.074, -3.65223, -0.991309, -3.65204, -0.990572, -0.000187397, -0.000737488, 0.000760925
0.075, -3.64769, -0.985111, -3.6475, -0.984363, -0.000189543, -0.000748158, 0.000771794
0.076, -3.64315, -0.97893, -3.64296, -0.978172, -0.000191689, -0.000758052, 0.000781912
0.077, -3.63861, -0.972766, -3.63842, -0.971998, -0.000193834, -0.000767946, 0.000792031
0.078, -3.63408, -0.96662, -3.63389, -0.965841, -0.00019598, -0.000778496, 0.000802786
0.079, -3.62956, -0.960491, -3.62936, -0.959702, -0.000198126, -0.000788927, 0.000813425
0.08, -3.62503, -0.954379, -3.62483, -0.95358, -0.00020051, -0.000799239, 0.000824007
0.081, -3.62052, -0.948285, -3.62031, -0.947475, -0.000202656, -0.00080955, 0.00083453
0.082, -3.616, -0.942208, -3.6158, -0.941388, -0.000204802, -0.000819564, 0.000844765
0.083, -3.61149, -0.936148, -3.61128, -0.935318, -0.000207186, -0.000829577, 0.000855058
0.084, -3.60698, -0.930105, -3.60678, -0.929265, -0.00020957, -0.000839949, 0.000865698
0.085, -3.60248, -0.92408, -3.60227, -0.92323, -0.000211716, -0.00085026, 0.000876223
0.086, -3.59798, -0.918072, -3.59777, -0.917211, -0.000214338, -0.00086087, 0.000887152
0.087, -3.59349, -0.912081, -3.59327, -0.91121, -0.000216722, -0.000871181, 0.000897734
0.088, -3.589, -0.906107, -3.58878, -0.905226, -0.000219345, -0.000881374, 0.000908258
0.089, -3.58452, -0.90015, -3.58429, -0.899259, -0.000221968, -0.000891745, 0.000918955
0.09, -3.58003, -0.894211, -3.57981, -0.893309, -0.00022459, -0.000901937, 0.000929479
0.091, -3.57556, -0.888288, -3.57533, -0.887376, -0.000227213, -0.000912309, 0.000940177
0.092, -3.57108, -0.882383, -3.57085, -0.88146, -0.000230074, -0.000923038, 0.000951279
0.093, -3.56661, -0.876494, -3.56638, -0.875561, -0.000233173, -0.00093329, 0.000961977
0.094, -3.56215, -0.870623, -3.56191, -0.86968, -0.000236034, -0.000943184, 0.00097227
0.095, -3.55769, -0.864768, -3.55745, -0.863814, -0.000239134, -0.000953972, 0.000983488
0.096, -3.55323, -0.858931, -3.55299, -0.857967, -0.000242472, -0.000964224, 0.000994244
0.097, -3.54877, -0.85311, -3.54853, -0.852136, -0.00024581, -0.000974715, 0.00100523
0.098, -3.54432, -0.847307, -3.54408, -0.846321, -0.000249147, -0.000985384, 0.00101639
0.099, -3.53988, -0.84152, -3.53963, -0.840524, -0.000252724, -0.000995457, 0.00102704
0.1, -3.53544, -0.83575, -3.53518, -0.834744, -0.000256062, -0.00100625, 0.00103831
0.101, -3.531, -0.829997, -3.53074, -0.82898, -0.000259399, -0.0010165, 0.00104907
0.102, -3.52657, -0.824261, -3.5263, -0.823234, -0.000262737, -0.00102681, 0.00105989
0.103, -3.52214, -0.818541, -3.52187, -0.817504, -0.000265837, -0.00103718, 0.00107071
0.104, -3.51771, -0.812839, -3.51744, -0.811791, -0.000268698, -0.00104749, 0.00108141
0.105, -3.51329, -0.807153, -3.51302, -0.806094, -0.000271797, -0.00105858, 0.00109291
0.106, -3.50887, -0.801484, -3.50859, -0.800415, -0.000274658, -0.00106883, 0.00110356
0.107, -3.50445, -0.795831, -3.50418, -0.794752, -0.000277281, -0.00107908, 0.00111414
0.108, -3.50004, -0.790196, -3.49976, -0.789106, -0.000280142, -0.00108987, 0.0011253
0.109, -3.49564, -0.784576, -3.49535, -0.783476, -0.000282764, -0.0011006, 0.00113634
0.11, -3.49123, -0.778974, -3.49095, -0.777863, -0.000285387, -0.00111121, 0.00114727
0.111, -3.48683, -0.773388, -3.48655, -0.772267, -0.000287771, -0.00112158, 0.00115791
0.112, -3.48244, -0.767819, -3.48215, -0.766687, -0.000290394, -0.00113189, 0.00116855
0.113, -3.47805, -0.762267, -3.47775, -0.761124, -0.000292778, -0.00114274, 0.00117965
0.114, -3.47366, -0.75673, -3.47336, -0.755577, -0.000295162, -0.00115317, 0.00119035
0.115, -3.46927, -0.751211, -3.46898, -0.750048, -0.000297308, -0.00116348, 0.00120087
0.116, -3.46489, -0.745708, -3.46459, -0.744534, -0.000299692, -0.00117403, 0.00121168
0.117, -3.46052, -0.740222, -3.46021, -0.739036, -0.000302076, -0.00118518, 0.00122307
0.118, -3.45614, -0.734751, -3.45584, -0.733556, -0.000304222, -0.00119525, 0.00123336
0.119, -3.45177, -0.729298, -3.45147, -0.728092, -0.000306606, -0.00120622, 0.00124458
0.12, -3.44741, -0.723861, -3.4471, -0.722644, -0.00030899, -0.00121701, 0.00125562
0.121, -3.44305, -0.71844, -3.44274, -0.717213, -0.000310898, -0.00122738, 0.00126614
0.122, -3.43869, -0.713036, -3.43838, -0.711798, -0.000313282, -0.00123787, 0.0012769
0.123, -3.43434, -0.707648, -3.43402, -0.706399, -0.000315428, -0.00124878, 0.001288
0.124, -3.42999, -0.702276, -3.42967, -0.701017, -0.000317574, -0.00125903, 0.00129846
0.125, -3.42564, -0.696921, -3.42532, -0.69565, -0.000319958, -0.00127023, 0.00130991
0.126, -3.4213, -0.691581, -3.42098, -0.690301, -0.000322104, -0.00128037, 0.00132026
0.127, -3.41696, -0.686259, -3.41664, -0.684967, -0.000324488, -0.00129122, 0.00133136
0.128, -3.41262, -0.680952, -3.4123, -0.67965, -0.00032711, -0.00130224, 0.0013427
0.129, -3.40829, -0.675662, -3.40796, -0.674349, -0.000329256, -0.00131267, 0.00135334
0.13, -3.40397, -0.670388, -3.40364, -0.669064, -0.00033164, -0.00132322, 0.00136415
0.131, -3.39964, -0.66513, -3.39931, -0.663796, -0.000334024, -0.00133371, 0.00137491
0.132, -3.39532, -0.659888, -3.39499, -0.658544, -0.000336647, -0.00134444, 0.00138595
0.133, -3.39101, -0.654662, -3.39067, -0.653307, -0.00033927, -0.00135559, 0.0013974
0.134, -3.3867, -0.649453, -3.38635, -0.648087, -0.000341892, -0.00136638, 0.0014085
0.135, -3.38239, -0.64426, -3.38204, -0.642883, -0.000344515, -0.00137681, 0.00141926
0.136, -3.37808, -0.639082, -3.37774, -0.637695, -0.000347137, -0.00138742, 0.00143019
0.137, -3.37378, -0.633921, -3.37343, -0.632522, -0.000349998, -0.0013985, 0.00144164
0.138, -3.36949, -0.628776, -3.36913, -0.627367, -0.000352859, -0.00140899, 0.00145251
0.139, -3.3652, -0.623646, -3.36484, -0.622227, -0.000355959, -0.00141978, 0.00146372
0.14, -3.36091, -0.618533, -3.36055, -0.617103, -0.000359058, -0.00143063, 0.001475
0.141, -3.35662, -0.613436, -3.35626, -0.611995, -0.000362158, -0.00144118, 0.00148599
0.142, -3.35234, -0.608355, -3.35197, -0.606903, -0.000365257, -0.00145161, 0.00149686
0.143, -3.34806, -0.603289, -3.34769, -0.601827, -0.000368834, -0.00146258, 0.00150837
0.144, -3.34379, -0.59824, -3.34342, -0.596767, -0.000372171, -0.00147319, 0.00151947
0.145, -3.33952, -0.593206, -3.33914, -0.591722, -0.000375986, -0.00148433, 0.00153121
0.146, -3.33525, -0.588189, -3.33487, -0.586693, -0.000379562, -0.00149524, 0.00154267
0.147, -3.33099, -0.583187, -3.33061, -0.581681, -0.000383139, -0.00150573, 0.00155371
0.148, -3.32673, -0.578201, -3.32634, -0.576684, -0.000386715, -0.00151664, 0.00156517
0.149, -3.32248, -0.57323, -3.32209, -0.571703, -0.000390053, -0.00152779, 0.00157679
0.15, -3.31822, -0.568276, -3.31783, -0.566738, -0.000393391, -0.00153792, 0.00158744
0.151, -3.31398, -0.563337, -3.31358, -0.561788, -0.00039649, -0.00154912, 0.00159906
0.152, -3.30973, -0.558414, -3.30933, -0.556854, -0.00039959, -0.00155979, 0.00161016
0.153, -3.30549, -0.553507, -3.30509, -0.551936, -0.000402689, -0.00157082, 0.00162162
0.154, -3.30125, -0.548615, -3.30085, -0.547034, -0.00040555, -0.00158125, 0.00163243
0.155, -3.29702, -0.543739, -3.29661, -0.542147, -0.000408649, -0.0015927, 0.00164429
0.156, -3.29279, -0.538879, -3.29238, -0.537276, -0.000411272, -0.00160283, 0.00165475
0.157, -3.28856, -0.534035, -3.28815, -0.532421, -0.000413895, -0.00161391, 0.00166614
0.158, -3.28434, -0.529206, -3.28392, -0.527581, -0.000416756, -0.00162506, 0.00167765
0.159, -3.28012, -0.524392, -3.2797, -0.522757, -0.000419378, -0.00163573, 0.00168864
0.16, -3.2759, -0.519594, -3.27548, -0.517948, -0.000421762, -0.00164658, 0.00169974
0.161, -3.27169, -0.514812, -3.27127, -0.513155, -0.000424147, -0.00165725, 0.00171066
0.162, -3.26748, -0.510046, -3.26706, -0.508377, -0.000426769, -0.00166827, 0.001722
0.163, -3.26328, -0.505294, -3.26285, -0.503615, -0.000429153, -0.00167906, 0.00173304
0.164, -3.25908, -0.500559, -3.25864, -0.498869, -0.000431538, -0.00169003, 0.00174426
0.165, -3.25488, -0.495838, -3.25444, -0.494137, -0.000433922, -0.00170097, 0.00175544
0.166, -3.25068, -0.491134, -3.25025, -0.489421, -0.000436544, -0.00171244, 0.00176721
0.167, -3.24649, -0.486444, -3.24605, -0.484721, -0.00043869, -0.00172338, 0.00177834
0.168, -3.24231, -0.48177, -3.24186, -0.480036, -0.000441074, -0.00173399, 0.00178921
0.169, -3.23812, -0.477112, -3.23768, -0.475366, -0.000443459, -0.00174531, 0.00180077
0.17, -3.23394, -0.472468, -3.2335, -0.470713, -0.000445604, -0.00175568, 0.00181135
0.171, -3.22976, -0.467841, -3.22932, -0.466074, -0.000447989, -0.00176686, 0.00182277
0.172, -3.22559, -0.463228, -3.22514, -0.46145, -0.000450373, -0.00177774, 0.0018339
0.173, -3.22142, -0.458631, -3.22097, -0.456842, -0.000452757, -0.00178915, 0.00184555
0.174, -3.21726, -0.454049, -3.2168, -0.452249, -0.000454903, -0.00179964, 0.00185625
0.175, -3.21309, -0.449482, -3.21264, -0.447671, -0.000457525, -0.00181121, 0.0018681
0.176, -3.20894, -0.444931, -3.20848, -0.443109, -0.000459909, -0.00182179, 0.00187894
0.177, -3.20478, -0.440395, -3.20432, -0.438562, -0.000462294, -0.00183305, 0.00189045
0.178, -3.20063, -0.435874, -3.20016, -0.43403, -0.000464678, -0.00184366, 0.00190132
0.179, -3.19648, -0.431368, -3.19601, -0.429513, -0.0004673, -0.0018549, 0.00191285
0.18, -3.19234, -0.426877, -3.19187, -0.425011, -0.000469923, -0.0018664, 0.00192465
0.181, -3.18819, -0.422402, -3.18772, -0.420525, -0.000472307, -0.00187671, 0.00193523
0.182, -3.18406, -0.417941, -3.18358, -0.416053, -0.000475168, -0.00188807, 0.00194694
0.183, -3.17992, -0.413496, -3.17945, -0.411597, -0.000477791, -0.00189915, 0.00195833
0.184, -3.17579, -0.409066, -3.17531, -0.407155, -0.000480652, -0.00191054, 0.00197007
0.185, -3.17167, -0.40465, -3.17118, -0.402729, -0.000483274, -0.00192136, 0.0019812
0.186, -3.16754, -0.40025, -3.16706, -0.398318, -0.000486374, -0.00193232, 0.00199259
0.187, -3.16342, -0.395865, -3.16294, -0.393922, -0.000489235, -0.00194353, 0.00200416
0.188, -3.15931, -0.391495, -3.15882, -0.389541, -0.000492334, -0.00195423, 0.00201529
0.189, -3.1552, -0.38714, -3.1547, -0.385175, -0.000495434, -0.00196514, 0.00202663
0.19, -3.15109, -0.3828, -3.15059, -0.380823, -0.000498772, -0.00197682, 0.00203877
0.191, -3.14698, -0.378474, -3.14648, -0.376487, -0.00050211, -0.00198781, 0.00205025
0.192, -3.14288, -0.374164, -3.14238, -0.372166, -0.000505447, -0.00199836, 0.0020613
0.193, -3.13878, -0.369869, -3.13827, -0.367859, -0.000509024, -0.00200975, 0.00207321
0.194, -3.13469, -0.365588, -3.13418, -0.363567, -0.000512838, -0.00202087, 0.00208492
0.195, -3.1306, -0.361323, -3.13008, -0.359291, -0.000516415, -0.00203171, 0.00209632
0.196, -3.12651, -0.357072, -3.12599, -0.355029, -0.000520229, -0.00204298, 0.00210817
0.197, -3.12243, -0.352836, -3.1219, -0.350781, -0.000523806, -0.00205427, 0.00212
0.198, -3.11835, -0.348615, -3.11782, -0.34655, -0.000527143, -0.00206488, 0.00213111
0.199, -3.11427, -0.344408, -3.11374, -0.342331, -0.00053072, -0.00207669, 0.00214343
0.2, -3.11019, -0.340216, -3.10966, -0.338129, -0.000533819, -0.00208715, 0.00215433
0.201, -3.10612, -0.33604, -3.10559, -0.333941, -0.000536919, -0.00209829, 0.0021659
0.202, -3.10206, -0.331877, -3.10152, -0.329767, -0.000540018, -0.00210997, 0.00217798
0.203, -3.09799, -0.32773, -3.09745, -0.325609, -0.000542879, -0.00212061, 0.002189
0.204, -3.09393, -0.323597, -3.09339, -0.321465, -0.00054574, -0.002132, 0.00220074
0.205, -3.08987, -0.319479, -3.08933, -0.317336, -0.000548601, -0.00214303, 0.00221213
0.206, -3.08582, -0.315375, -3.08527, -0.313221, -0.000551224, -0.0021545, 0.0022239
0.207, -3.08177, -0.311286, -3.08122, -0.309121, -0.000554085, -0.00216535, 0.00223512
0.208, -3.07772, -0.307212, -3.07717, -0.305035, -0.000556707, -0.00217709, 0.00224714
0.209, -3.07368, -0.303153, -3.07312, -0.300965, -0.000559092, -0.00218791, 0.00225821
0.21, -3.06964, -0.299107, -3.06908, -0.296908, -0.000561714, -0.00219923, 0.00226983
0.211, -3.0656, -0.295077, -3.06504, -0.292867, -0.000564098, -0.0022102, 0.00228105
0.212, -3.06157, -0.291061, -3.061, -0.288839, -0.000566483, -0.00222138, 0.00229247
0.213, -3.05754, -0.287059, -3.05697, -0.284827, -0.000568628, -0.0022324, 0.00230368
0.214, -3.05351, -0.283072, -3.05294, -0.280828, -0.000571012, -0.00224361, 0.00231513
0.215, -3.04948, -0.279099, -3.04891, -0.276845, -0.000573397, -0.00225499, 0.00232675
0.216, -3.04546, -0.275141, -3.04489, -0.272875, -0.000575542, -0.00226617, 0.00233811
0.217, -3.04145, -0.271198, -3.04087, -0.26892, -0.000577927, -0.00227758, 0.00234976
0.218, -3.03743, -0.267268, -3.03685, -0.26498, -0.000579834, -0.00228852, 0.00236083
0.219, -3.03342, -0.263353, -3.03284, -0.261054, -0.00058198, -0.00229955, 0.00237205
0.22, -3.02941, -0.259453, -3.02883, -0.257142, -0.000584126, -0.00231087, 0.00238355
0.221, -3.02541, -0.255567, -3.02482, -0.253244, -0.00058651, -0.00232238, 0.00239529
0.222, -3.02141, -0.251695, -3.02082, -0.249362, -0.000588655, -0.00233331, 0.00240642
0.223, -3.01741, -0.247837, -3.01682, -0.245493, -0.000590801, -0.00234438, 0.00241768
0.224, -3.01342, -0.243994, -3.01282, -0.241639, -0.000592947, -0.00235568, 0.00242916
0.225, -3.00943, -0.240165, -3.00883, -0.237798, -0.000595093, -0.00236695, 0.00244061
0.226, -3.00544, -0.236351, -3.00484, -0.233972, -0.000597239, -0.0023784, 0.00245224
0.227, -3.00146, -0.23255, -3.00086, -0.23016, -0.000599623, -0.00238992, 0.002464
0.228, -2.99748, -0.228764, -2.99687, -0.226363, -0.000601768, -0.00240064, 0.00247491
0.229, -2.9935, -0.224992, -2.99289, -0.22258, -0.000604153, -0.00241208, 0.00248659
0.23, -2.98952, -0.221234, -2.98892, -0.218811, -0.000606537, -0.00242352, 0.00249827
0.231, -2.98555, -0.21749, -2.98494, -0.215056, -0.000608444, -0.00243434, 0.00250923
0.232, -2.98159, -0.213761, -2.98097, -0.211315, -0.000611067, -0.00244559, 0.00252078
0.233, -2.97762, -0.210045, -2.97701, -0.207588, -0.000613451, -0.00245702, 0.00253245
0.234, -2.97366, -0.206344, -2.97305, -0.203876, -0.000616074, -0.00246814, 0.00254387
0.235, -2.9697, -0.202657, -2.96909, -0.200177, -0.000618458, -0.00247999, 0.00255594
0.236, -2.96575, -0.198984, -2.96513, -0.196493, -0.000621319, -0.002491, 0.00256731
0.237, -2.9618, -0.195325, -2.96118, -0.192822, -0.000623941, -0.00250235, 0.00257897
0.238, -2.95785, -0.19168, -2.95723, -0.189166, -0.000626564, -0.00251368, 0.00259059
0.239, -2.95391, -0.188049, -2.95328, -0.185524, -0.000629425, -0.00252494, 0.00260221
0.24, -2.94997, -0.184432, -2.94934, -0.181896, -0.000632286, -0.00253578, 0.00261342
0.241, -2.94603, -0.180828, -2.9454, -0.178281, -0.000635386, -0.00254783, 0.00262586
0.242, -2.9421, -0.177239, -2.94146, -0.17468, -0.000638485, -0.00255907, 0.00263751
0.243, -2.93817, -0.173664, -2.93752, -0.171094, -0.000641346, -0.00256981, 0.00264863
0.244, -2.93424, -0.170103, -2.93359, -0.167522, -0.000644684, -0.00258124, 0.00266053
0.245, -2.93032, -0.166555, -2.92967, -0.163963, -0.000648022, -0.00259262, 0.00267238
0.246, -2.92639, -0.163022, -2.92574, -0.160418, -0.00065136, -0.00260395, 0.00268418
0.247, -2.92248, -0.159502, -2.92182, -0.156887, -0.000655174, -0.00261554, 0.00269635
0.248, -2.91856, -0.155997, -2.9179, -0.15337, -0.000658989, -0.00262703, 0.00270842
0.249, -2.91465, -0.152505, -2.91399, -0.149867, -0.000662565, -0.00263768, 0.00271963
0.25, -2.91075, -0.149026, -2.91008, -0.146377, -0.00066638, -0.00264964, 0.00273215
0.251, -2.90684, -0.145562, -2.90617, -0.142902, -0.000669718, -0.00266059, 0.00274358
0.252, -2.90294, -0.142112, -2.90227, -0.13944, -0.000672817, -0.00267196, 0.00275537
0.253, -2.89904, -0.138675, -2.89837, -0.135992, -0.000676155, -0.00268301, 0.0027669
0.254, -2.89515, -0.135252, -2.89447, -0.132557, -0.000679731, -0.00269446, 0.00277887
0.255, -2.89125, -0.131842, -2.89057, -0.129136, -0.000682592, -0.00270616, 0.00279092
0.256, -2.88737, -0.128447, -2.88668, -0.125729, -0.000685692, -0.00271736, 0.00280254
0.257, -2.88348, -0.125065, -2.88279, -0.122336, -0.000688553, -0.00272854, 0.00281407
0.258, -2.8796, -0.121696, -2.87891, -0.118956, -0.000691414, -0.00274003, 0.00282591
0.259, -2.87572, -0.118342, -2.87502, -0.11559, -0.000694036, -0.00275109, 0.00283728
0.26, -2.87184, -0.115, -2.87114, -0.112238, -0.000696659, -0.00276243, 0.00284892
0.261, -2.86797, -0.111673, -2.86727, -0.108899, -0.00069952, -0.00277366, 0.00286051
0.262, -2.8641, -0.108359, -2.8634, -0.105574, -0.000701904, -0.00278502, 0.00287211
0.263, -2.86023, -0.105059, -2.85953, -0.102263, -0.000704527, -0.00279611, 0.00288351
0.264, -2.85637, -0.101772, -2.85566, -0.0989643, -0.000706911, -0.00280777, 0.00289539
0.265, -2.85251, -0.0984989, -2.8518, -0.0956796, -0.000709057, -0.00281925, 0.00290705
0.266, -2.84865, -0.0952392, -2.84794, -0.092409, -0.000711441, -0.00283018, 0.00291823
0.267, -2.84479, -0.091993, -2.84408, -0.0891514, -0.000713587, -0.00284161, 0.00292984
0.268, -2.84094, -0.0887603, -2.84023, -0.0859071, -0.000715971, -0.00285318, 0.00294164
0.269, -2.83709, -0.085541, -2.83637, -0.082677, -0.000718117, -0.00286402, 0.00295268
0.27, -2.83325, -0.0823352, -2.83253, -0.0794597, -0.000720263, -0.00287555, 0.00296438
0.271, -2.82941, -0.0791428, -2.82868, -0.0762557, -0.000722408, -0.00288716, 0.00297617
0.272, -2.82557, -0.0759639, -2.82484, -0.0730654, -0.000724316, -0.00289847, 0.0029876
0.273, -2.82173, -0.0727983, -2.821, -0.0698881, -0.0007267, -0.00291017, 0.00299953
0.274, -2.8179, -0.0696461, -2.81717, -0.0667245, -0.000728846, -0.00292154, 0.00301109
0.275, -2.81407, -0.0665072, -2.81334, -0.0635743, -0.000730753, -0.00293292, 0.00302259
0.276, -2.81024, -0.0633817, -2.80951, -0.0604379, -0.00073266, -0.00294381, 0.00303361
0.277, -2.80642, -0.0602695, -2.80568, -0.0573143, -0.000734806, -0.00295525, 0.00304524
0.278, -2.8026, -0.0571706, -2.80186, -0.0542043, -0.000736952, -0.0029663, 0.00305647
0.279, -2.79878, -0.054085, -2.79804, -0.051107, -0.000738859, -0.00297799, 0.00306828
0.28, -2.79496, -0.0510127, -2.79422, -0.0480235, -0.000741005, -0.00298923, 0.00307971
0.281, -2.79115, -0.0479536, -2.79041, -0.0449525, -0.000742912, -0.00300109, 0.00309168
